pub,label,doi
http://info.deepcarbon.net/individual/dd4913982-d7a0-4f83-8b97-bd3b5c837f3b,Seawater chemistry and early carbonate biomineralization,10.1126/science.1137284
http://info.deepcarbon.net/individual/d25ec5a67-beb9-4728-9494-d08190314d6d,Heterotrophic Archaea dominate sedimentary subsurface ecosystems off Peru,10.1073/pnas.0600035103
http://info.deepcarbon.net/individual/d92dbdcb4-6f68-4e51-85dc-adad8bab0fdd,ASYMMETRIC ADSORPTION OF ALANINE BY QUARTZ,10.1126/science.186.4159.143
http://info.deepcarbon.net/individual/n30965,"Cold seeps, active faults and the earthquake cycle along the North Anatolian Fault system in the Sea of Marmara (NW Turkey)",10.4330/bgta0082
http://info.deepcarbon.net/individual/d30a67501-12d9-4841-9268-6d976c7b0255,EQUILIBRIUM BOUNDARY BETWEEN GRAPHITE AND DIAMOND,10.1029/JB081i014p02467
http://info.deepcarbon.net/individual/d64da00d2-a1c6-4a49-a739-10c9f6e2edda,A sublimation model for martian south polar ice features,10.1126/science.1080148
http://info.deepcarbon.net/individual/d34047e6d-841b-44c5-a9b3-38b236b74d2c,Effect of pressure and temperature on diffusion of CO2 and CH4 into coal from the Lorraine basin (France),10.1016/j.coal.2009.03.007
http://info.deepcarbon.net/individual/e2b312d3-1eeb-4c2b-b537-c45c70ea31a2,"Developments in synthesis, characterization, and application of large, high-quality CVD single crystal diamond",10.3103/S1063457613040011
http://info.deepcarbon.net/individual/fd62ec44-ac0c-4185-a5ca-6b395aeb7be1,Pressure and Laser-Induced Reactivity in Crystalline s-Triazine,10.1021/jp501350f
http://info.deepcarbon.net/individual/a940a2de-3502-4f89-b706-c3976aacfdb4,Is the Genetic Landscape of the Deep Subsurface Biosphere Affected by Viruses?,10.3389/fmicb.2011.00219
http://info.deepcarbon.net/individual/d6dd433ee-c5ef-4544-93f3-54b64bdee09f,Fundamentals and Applications of Gas Hydrates,10.1146/annurev-chembioeng-061010-114152
http://info.deepcarbon.net/individual/1e612d4e-d919-491b-898c-b6261736ff6b,Graphite in an Apollo 17 Impact Melt Breccia,10.1126/science.1190541
http://info.deepcarbon.net/individual/7d5c3d28-7f74-4944-bd84-df329069aecc,Fluid Flow in the Deep Crust,10.1016/B978-0-08-095975-7.00306-5
http://info.deepcarbon.net/individual/d535c0664-341f-449f-a281-a29ee31a87cb,SOME SOLIDUS TEMPERATURES IN SEVERAL METAL-CARBON SYSTEMS,10.1021/j100839a028
http://info.deepcarbon.net/individual/bc86e9aa-3a29-448d-a7a4-c6102955b698,The pH of Enceladus��� ocean,10.1016/j.gca.2015.04.017
http://info.deepcarbon.net/individual/94ca6948-97aa-48a0-a003-4e9a4180a17a,Nitrogen sources and recycling at subduction zones: Insights from the Izu-Bonin-Mariana arc,10.1029/2009GC002783
http://info.deepcarbon.net/individual/a58f4b9d-6525-471d-a525-b01f613c4b10,Toward exploratory analysis of diversity unified across fields of study: an information visualization approach,10.1007/s12665-014-3365-8
http://info.deepcarbon.net/individual/b61132a5-79b4-4344-8fe2-8a3ebe5ba9ae,Volcanic Degassing: Process and Impact,10.1016/B978-0-08-095975-7.00304-1
http://info.deepcarbon.net/individual/013df3a5-e0b2-47ef-9566-428157fc2c3a,Cultivation of methanogenic community from subseafloor sediments using a continuous-flow bioreactor,10.1038/ismej.2011.64
http://info.deepcarbon.net/individual/d48897c89-30d8-4141-a226-2182b84bbc9f,Carbon solubility in mantle minerals,10.1016/j.epsl.2006.03.036
http://info.deepcarbon.net/individual/d31a57644-60f0-4d81-9b19-a7144cb3cf2d,"""Kimberlite"" from Wekusko Lake, Manitoba: Actually a diamond-indicator-bearing dolomite carbonatite",10.1016/j.lithos.2009.03.039
http://info.deepcarbon.net/individual/dc7062c55-c4c0-474e-9bc4-804447dbcddc,TEMPLATE-DIRECTED OLIGONUCLEOTIDE LIGATION ON HYDROXYLAPATITE,10.1038/321790a0
http://info.deepcarbon.net/individual/d84e58970-57b8-4bd2-bfe9-c1ad5b16c45c,Late-Neoproterozoic deep-ocean oxygenation and the rise of animal life,10.1126/science.1135013
http://info.deepcarbon.net/individual/14b78f7f-5f4a-48e3-b48c-f427ff973d99,Abiotic methane flux from the Chimaera seep and Tekirova ophiolites (Turkey): Understanding gas exhalation from low temperature serpentinization and implications for Mars,10.1016/j.epsl.2011.08.001
http://info.deepcarbon.net/individual/d9db91ce4-be49-40d8-a2d1-3730e2920c64,A Neoproterozoic snowball earth,10.1126/science.281.5381.1342
http://info.deepcarbon.net/individual/d41cf0554-ec4b-46f3-836c-9da7400729f5,Geochemistry: Subsurface sustenance,10.1038/ngeo1843
http://info.deepcarbon.net/individual/0cd59fcb-d623-4852-8c98-6a0d05062d9e,Composite chemical vapor deposition diamond anvils for high-pressure/high-temperature experiments,10.1080/08957950902941048
http://info.deepcarbon.net/individual/db893db8e-38cb-40af-adbc-701db57564ad,"Detecting the near-surface redox front in crystalline bedrock using fracture mineral distribution, geochemistry and U-series disequilibrium",10.1016/j.apgeochem.2009.03.004
http://info.deepcarbon.net/individual/ded6721a8-a51a-4432-ab27-400ef6dfcca7,Petrogenetic significance of minor elements in olivines from diamonds and peridotite xenoliths from kimberlites of Yakutia,10.1016/j.lithos.2009.06.038
http://info.deepcarbon.net/individual/c2bb5bd5-d5ee-4b93-bc2a-45cc16cefac3,Exploring the Stability Limits of Actin and Its Suprastructures,10.1016/j.bpj.2014.11.006
http://info.deepcarbon.net/individual/91c64880-018c-4e25-85bb-83c56b3fe4d1,"Quartz nanocrystals in the 2.48 Ga Dales Gorge banded iron formation of Hamersley, Western Australia: Evidence for a change from submarine to subaerial volcanism at the end of the Archean",10.2138/am.2013.4205
http://info.deepcarbon.net/individual/973d42a5-de10-422c-b5ce-26d5b9430744,Nanoprobe measurements of materials at megabar pressures,10.1073/pnas.1001141107
http://info.deepcarbon.net/individual/d074dcb1f-1fd0-4fcb-8beb-67de4a20bbf6,The structure of aragonite.,10.1098/rspa.1924.0002
http://info.deepcarbon.net/individual/d89ce409b-5a21-480f-838b-1e2a0a69008e,First crystal-structure determination of olivine in diamond: Composition and implications for provenance in the Earth's mantle,10.1016/j.epsl.2011.03.007
http://info.deepcarbon.net/individual/dab0c862a-b89c-4ecc-9ea8-4523098fc475,The impact of nitrogen deposition on carbon sequestration by European forests and heathlands,10.1016/j.foreco.2009.02.034
http://info.deepcarbon.net/individual/d445ea6f7-96b7-48f2-8175-1a2a9b73ab28,Body-Centered Tetragonal C-4: A Viable sp(3) Carbon Allotrope,10.1103/PhysRevLett.104.125504
http://info.deepcarbon.net/individual/9858bcbb-be56-4133-9b13-62ee7829060c,Understanding interfacial water and its role in practical applications using molecular simulations,10.1557/mrs.2014.281
http://info.deepcarbon.net/individual/d57ed0732-8b9f-4381-b2bc-2ca85cf6af38,Isotopic evidence for Mesoarchaean anoxia and changing atmospheric sulphur chemistry,10.1038/nature06202
http://info.deepcarbon.net/individual/d22d8cca8-5072-4bb0-9a3d-4dab21fa9268,Measuring the energy security implications of fossil fuel resource concentration,10.1016/j.enpol.2009.02.003
http://info.deepcarbon.net/individual/1a257d67-b53d-4557-8965-4ab211a24263,Carbon solution and partitioning between metallic and silicate melts in a shallow magma ocean: Implications for the origin and distribution of terrestrial carbon,10.1016/j.gca.2012.10.011
http://info.deepcarbon.net/individual/de5d1a5c3-35f7-4591-9aad-d9f156129767,Neoproterozoic sulfur-isotope variation in Australia and global implications,10.1016/S0301-9268(99)00073-X
http://info.deepcarbon.net/individual/d062208cc-4e83-48c7-9191-b7d0fb9f3bad,X-ray diffraction measurements for solid methane at high pressures,10.1088/0953-8984/14/44/355
http://info.deepcarbon.net/individual/978a4472-2c27-43ca-95e7-7b8b9449735d,"Acetogenesis in Deep Subseafloor Sediments of The Juan de Fuca Ridge Flank: A Synthesis of Geochemical, Thermodynamic, and Gene-based Evidence",10.1080/01490450903456681
http://info.deepcarbon.net/individual/d165a3c98-5141-4373-bd6b-96f264f73a62,"Fizzics"""" of bubble growth in beer and champagne",10.2113/GSELEMENTS.4.1.47
http://info.deepcarbon.net/individual/e1cfb747-adc0-4cc8-b12b-351ffad5bb46,Semantic e-Science,10.1007/s12145-015-0212-8
http://info.deepcarbon.net/individual/8d191912-76f7-449c-ae56-69d20fbfd026,CO2 solubility and speciation in rhyolitic sediment partial melts at 1.5���3.0GPa ��� Implications for carbon flux in subduction zones,10.1016/j.gca.2013.09.026
http://info.deepcarbon.net/individual/da5b9c7c9-733e-4610-96ee-029adb74eff5,"COMPARISON OF 6H-SIC, 3C-SIC, AND SI FOR POWER DEVICES",10.1109/16.199372
http://info.deepcarbon.net/individual/2c60958c-040a-4632-a4fd-8ef49f14658c,Molecular Dynamics Studies of Interfacial Water at the Alumina Surface,10.1021/jp109244c
http://info.deepcarbon.net/individual/d8f9ea1dc-b7e6-4b44-9595-a93bbd159211,Sketches for a mineral genetic material,10.2113/gselements.1.3.157
http://info.deepcarbon.net/individual/daf38e601-42b1-4ff3-837c-9571df53fb00,"CO2 fluxes from mid-ocean ridges, arcs and plumes",10.1016/S0009-2541(97)00145-9
http://info.deepcarbon.net/individual/d9a001d12-9345-43fb-90e1-20ac95448a07,Fossil-fuel dependence and vulnerability of electricity generation: Case of selected European countries,10.1016/j.enpol.2009.02.031
http://info.deepcarbon.net/individual/d1e29feb7-050d-480a-9e3c-5d850c9fad6b,Evolution of oil and gas generation in the Earth's history and petroleum prediction in sedimentary basins,10.1016/j.rgg.2009.03.008
http://info.deepcarbon.net/individual/df63b11fc-fe15-4af5-b8df-00f7a1f44575,Toward a Neoproterozoic composite carbon-isotope record,10.1130/B25630.1
http://info.deepcarbon.net/individual/dd6ffe34f-51e0-4a65-9466-ba94d8a0be55,Generation of methane in the Earth's mantle: In situ high pressure-temperature measurements of carbonate reduction,10.1073/pnas.0405930101
http://info.deepcarbon.net/individual/d823efc58-fa62-482e-81d7-f5986f03a322,A new estimate of global methane flux from onshore and shallow submarine mud volcanoes to the atmosphere,10.1007/s00254-004-1085-1
http://info.deepcarbon.net/individual/b7d80d0f-03b6-4101-8246-c4d12381f750,Themes and Variations in Complex Systems,10.2113/gselements.6.1.43
http://info.deepcarbon.net/individual/67a2908b-738e-4ffa-abca-ff6b3edaad1b,The archaeal lipidome in estuarine sediment dominated by members of the Miscellaneous Crenarchaeotal Group,10.1111/1462-2920.12716
http://info.deepcarbon.net/individual/3bdb9b6d-f14a-4221-889b-cc5772b1d958, Time-averaged SO 2 fluxes of subduction-zone volcanoes: Example of a 32-year exhaustive survey for Japanese volcanoes ,10.1002/jgrd.50591
http://info.deepcarbon.net/individual/n3911,Development of a controlled vocabulary for semantic interoperability of mineral exploration geodata for mining projects,10.1016/j.cageo.2010.05.014
http://info.deepcarbon.net/individual/df42724ec-4fa4-47cd-bd98-c18d92043667,Geochemistry - Biosignatures and abiotic constraints on early life - Reply,10.1038/nature05500
http://info.deepcarbon.net/individual/d229fb9f4-2862-465a-b55d-e6c71c395e52,Magmatic delta O-18 in 4400-3900 Ma detrital zircons: A record of the alteration and recycling of crust in the Early Archean,10.1016/j.epsl.2005.04.028
http://info.deepcarbon.net/individual/d48ee3feb-2a42-454d-8a33-411640a70821,"Diversity and Abundance of Ammonia-Oxidizing Archaea and Bacteria in Qinghai Lake, Northwestern China",10.1080/01490450902744004
http://info.deepcarbon.net/individual/5e85e2c8-0431-4778-9352-38e9fc930f11,"Methylothermus subterraneus sp. nov., a moderately thermophilic methanotroph isolated from a terrestrial subsurface hot aquifer",10.1099/ijs.0.028092-0
http://info.deepcarbon.net/individual/d2d9a751c-9967-4a09-9bb4-fea4ffc48eb1,Materials science - Silicon carbide in contention,10.1038/430974a
http://info.deepcarbon.net/individual/845fefe7-4754-44d4-9e59-07a48091595c,Capturing provenance of global change information,10.1038/nclimate2141
http://info.deepcarbon.net/individual/dfecc40d4-7c25-499e-949f-ea563157e3ab,Start of the Wilson Cycle at 3 Ga Shown by Diamonds from Subcontinental Mantle,10.1126/science.1206275
http://info.deepcarbon.net/individual/d4483dc73-60a1-4981-be4f-9d2fe2a8e9ed,The scientist as rebel,10.2307/2974452
http://info.deepcarbon.net/individual/d30c5d32e-0609-4be9-bb90-0ce12a5201b2,The rise of graphene,10.1038/nmat1849
http://info.deepcarbon.net/individual/dcebb9015-5da3-437e-b655-472f4c99f29b,Dispersion by wind of CO2 leaking from underground storage: Comparison of analytical solution with simulation,10.1016/j.ijggc.2009.02.005
http://info.deepcarbon.net/individual/9b64a52c-fc7b-4d46-b3a0-b43bb3e1fecf,Micron-scale coupled carbon isotope and nitrogen abundance variations in diamonds: Evidence for episodic diamond formation beneath the Siberian Craton,10.1016/j.gca.2012.08.034
http://info.deepcarbon.net/individual/dcf4d67f4-d16c-4af3-aa29-f48c55fcad4d,High-pressure phases of CaCO3: Crystal structure prediction and experiment,10.1016/j.epsl.2005.10.014
http://info.deepcarbon.net/individual/da37bfa32-85d9-4d83-a653-d20cf09302f1,A revised diamond-graphite transition curve,10.2138/am.2011.3763
http://info.deepcarbon.net/individual/0c56b2a2-fbd5-4913-9df4-af8a635ad5cb,Spatial Variations in Microbial Community Composition in Surface Seawater from the Ultra-Oligotrophic Center to Rim of the South Pacific Gyre,10.1371/journal.pone.0055148
http://info.deepcarbon.net/individual/33df1533-0080-4136-b5ce-2b9c47a319a7,"Constraining the timing of microbial methane generation in an organic-rich shale using noble gases, Illinois Basin, USA",10.1016/j.chemgeo.2011.04.019
http://info.deepcarbon.net/individual/n856,Data exchange facilitated,10.1038/ngeo1335
http://info.deepcarbon.net/individual/d84e13c89-3759-4e61-817f-b7572a962f13,TRILOBITE EYES AND OPTICS OF DESCARTES AND HUYGENS,10.1038/254663a0
http://info.deepcarbon.net/individual/db51684f7-50df-4ad2-8d65-abdba2350a66,Fossil echinoderms as monitor of the Mg/Ca ratio of phanerozoic oceans,10.1126/science.1075882
http://info.deepcarbon.net/individual/d1eb01559-56a2-4008-b3dd-7b4b6b9304da,Evidence in pre-2.2 Ga paleosols for the early evolution of atmospheric oxygen and terrestrial biota: Comment,10.1130/0091-7613(1997)025<0857:EIPGPF>2.3.CO;2
http://info.deepcarbon.net/individual/e8f9aa05-ee01-4bd2-b493-bcfe3351195e,Pressure-Induced Symmetry-Lowering Transition in Dense Nitrogen to Layered Polymeric Nitrogen (LP-N) with Colossal Raman Intensity,10.1103/PhysRevLett.113.205502
http://info.deepcarbon.net/individual/d609211f5-1594-48d9-bea5-ad885a74d1b2,CARBONATE STABILITY IN THE EARTHS MANTLE - A VIBRATIONAL SPECTROSCOPIC STUDY OF ARAGONITE AND DOLOMITE AT HIGH-PRESSURES AND TEMPERATURES,10.1029/91JB01749
http://info.deepcarbon.net/individual/f8543cd2-8509-4550-8e97-95d0172886a0, Stability of hydrous phase H MgSiO 4 H 2 under lower mantle conditions ,10.1002/2014GL061690
http://info.deepcarbon.net/individual/dd0af29a7-63ff-4108-90df-695c302168b8,"Volcanic degassing, hydrothermal circulation and the flourishing of early life on Earth: A review of the evidence from c. 3490-3240 Ma rocks of the Pilbara Supergroup, Pilbara Craton, Western Australia",10.1016/j.earscirev.2005.09.005
http://info.deepcarbon.net/individual/d7a7cfba2-1847-43e2-8d46-15f2a8786634,Solubility and solution mechanisms of C-O-H volatiles in silicate melt with variable redox conditions and melt composition at upper mantle temperatures and pressures,10.1016/j.gca.2011.07.035
http://info.deepcarbon.net/individual/0bcb2c02-ffcd-49f1-bb03-52c547275512,Detection of DNA Sequences Refractory to PCR Amplification Using a Biophysical SERRS Assay (Surface Enhanced Resonant Raman Spectroscopy),10.1371/journal.pone.0114148
http://info.deepcarbon.net/individual/e77c54a2-72f0-4915-861d-deafda22f81e,Mobile hydrocarbon microspheres from >2-billion-year-old carbon-bearing seams in the South African deep subsurface,10.1111/j.1472-4669.2012.00340.x
http://info.deepcarbon.net/individual/d43952a5f-32db-4beb-b07b-4c08bf0b6331,Life at depth: Photobacterium profundum genome sequence and expression analysis,10.1126/science.1103341
http://info.deepcarbon.net/individual/3b069fb8-fdc9-4fe2-83c0-b0264b9e393b,The emergence of patterning in lifes origin and evolution,10.1387/ijdb.092936rh
http://info.deepcarbon.net/individual/cb8fa2c8-4135-4cb5-b751-3830e94f10a1,"Tectonic structure, lithology, and hydrothermal signature of the Rainbow massif (Mid-Atlantic Ridge 36��14��_N)",10.1002/2014GC005269
http://info.deepcarbon.net/individual/bd6476e5-5acc-4966-bc42-2f3e7977d608, Adsorption of Nucleic Acid Components on Rutile (TiO 2 ) Surfaces ,10.1089/ast.2009.0397
http://info.deepcarbon.net/individual/d18340132-c796-4043-8665-51596f06057f,Origins of life and biochemistry under high-pressure conditions,10.1039/b517766a
http://info.deepcarbon.net/individual/dae90f72c-f984-479e-b854-0301c0999f75,The evolution of multicomponent systems at high pressures - Part III. Effects of particle shape upon the Alder-Wainwright transition,10.1039/a904331d
http://info.deepcarbon.net/individual/d5e82a11a-c442-46f8-a58e-923f67de4dbb,Very high growth rate chemical vapor deposition of single-crystal diamond,10.1073/pnas.152464799
http://info.deepcarbon.net/individual/f9e073a6-6016-4c76-a733-60bfa2e52f13,Macroscopic Biofilms in Fracture-Dominated Sediment That Anaerobically Oxidize Methane,10.1128/AEM.00288-11
http://info.deepcarbon.net/individual/99450449-c458-41c1-88f9-054bfe901b12,Liquid Ethanol Simulated on Crystalline Alpha Alumina,10.1021/jp312238d
http://info.deepcarbon.net/individual/d1df4c376-1b2b-40b0-99c1-ac90758f1ef4,"A NEW, POST-STISHOVITE HIGH-PRESSURE POLYMORPH OF SILICA",10.1038/340217a0
http://info.deepcarbon.net/individual/d7143a9c7-9f91-41c3-9471-18cb1f6c50d3,Terrestrial methane seeps and mud volcanoes: A global perspective of gas origin,10.1016/j.marpetgeo.2008.03.001
http://info.deepcarbon.net/individual/d39a73a64-bfc0-4e6a-b2c2-bfeb0d972e09,"Evidence from massive siderite beds for a CO2-rich atmosphere before, 1.8 billion years ago",10.1038/nature02573
http://info.deepcarbon.net/individual/ed0e5e7a-33cb-47f5-aa28-83b89f314ce9,Total volatile flux from Mount Etna,10.1029/2008GL035871
http://info.deepcarbon.net/individual/1e78a6cd-7258-45c1-9436-c4ae9845b769,Acid Gases in CO2-rich Subsurface Geologic Environments,10.2138/rmg.2013.77.10
http://info.deepcarbon.net/individual/d33dbfec8-6f74-4e8e-83be-54a9308b48c3,Lipid synthesis under hydrothermal conditions by Fischer-Tropsch-type reactions,10.1023/A:1006592502746
http://info.deepcarbon.net/individual/c6ef8097-6188-4905-bbbc-1d96d06e1660,Open Data: Crediting a Culture of Cooperation,10.1126/science.342.6162.1041-b
http://info.deepcarbon.net/individual/de10082f-189a-4ea7-97ae-1cbe33866bfe,Synthesis of complex hydrocarbon systems at temperatures and pressures corresponding to the Earth���s upper mantle conditions,10.1134/S0012501610070079
http://info.deepcarbon.net/individual/d40f24032-b8d1-4e00-aae8-8090d94d6304,KIMBERLITE AND CARBONATITE MAGMAS,10.1038/283716b0
http://info.deepcarbon.net/individual/1837779f-5b8a-445c-9a68-76e4427336f1,Serpentinization and carbon sequestration: A study of two ancient peridotite-hosted hydrothermal systems,10.1016/j.chemgeo.2013.05.016
http://info.deepcarbon.net/individual/c6e9eb44-dca2-48bb-ac67-113737b1f3c3,Gold-ISH: A nano-size gold particle-based phylogenetic identification compatible with NanoSIMS,10.1016/j.syapm.2014.02.003
http://info.deepcarbon.net/individual/1ceb60e8-b573-4f9d-b920-b4024ed42c96,Geochemical Monitoring for Potential Environmental Impacts of Geologic Sequestration of CO2,10.2138/rmg.2013.77.11
http://info.deepcarbon.net/individual/d4059688e-8846-4eeb-b8c9-a570e770824a,Properties of graphene produced by the high pressure-high temperature growth process,10.1049/mnl:20070074
http://info.deepcarbon.net/individual/c3abc169-2d98-4eaa-81ef-a4dda54c473a,Nature and distribution of slab-derived fluids and mantle sources beneath the Southeast Mariana forearc rift,10.1002/ggge.20244
http://info.deepcarbon.net/individual/91b52b8f-ef42-4281-8d4f-b9739b07a4c6,High-Ca boninites from the active Tonga Arc,10.1029/2009JB006367
http://info.deepcarbon.net/individual/df983d8f0-f2f2-43e4-b3d9-b7c28e634951,Nanotechnology - Synthesis of carbon 'onions' in water,10.1038/35107141
http://info.deepcarbon.net/individual/dce4cd4df-1d2a-4f61-ac10-5e613af30802,Mantle-wide sequestration of carbon in silicates and the structure of magnesite II,10.1029/2008GL034442
http://info.deepcarbon.net/individual/d2c94d124-1060-4e38-b58b-eea300754610,Mechanism of instantaneous coal outbursts,10.1130/G25470A.1
http://info.deepcarbon.net/individual/dfcc9e7a0-0806-4a18-b32b-a81e2fa54682,"STROMATOLITES 3,400-3,500 MYR OLD FROM THE NORTH-POLE AREA, WESTERN-AUSTRALIA",10.1038/284443a0
http://info.deepcarbon.net/individual/db7da6865-53b1-45f5-bf4c-1ac52724ec9e,Biomineralization and evolutionary history,10.2113/0540329
http://info.deepcarbon.net/individual/n11441,Chemical heterogeneity in the Hawaiian mantle plume from the alteration and dehydration of recycled oceanic crus,10.1016/j.epsl.2012.10.030
http://info.deepcarbon.net/individual/f4e94e6e-e54b-4175-b666-4fbe6d74bec5,Chemical heterogeneity in the Hawaiian mantle plume from the alteration and dehydration of recycled oceanic crust,10.1016/j.epsl.2012.10.030
http://info.deepcarbon.net/individual/ef73ca1b-2f9f-4a25-84d2-cc43099a90db,"Fluid origin, gas fluxes and plumbing system in the sediment-hosted Salton Sea Geothermal System (California, USA)",10.1016/j.jvolgeores.2011.05.008
http://info.deepcarbon.net/individual/d494bfd25-39ff-4437-8a9d-4c725073711a,High CO2 levels in the Proterozoic atmosphere estimated from analyses of individual microfossils,10.1038/nature01902
http://info.deepcarbon.net/individual/df816d7f3-94ab-4a3b-86a2-aced59c8b302,Metastable equilibrium in the C-H-O system: Graphite deposition in crustal fluids,10.2138/am.2012.4086
http://info.deepcarbon.net/individual/da6a07d2a-fc02-4a87-a697-28163af60475,Abiogenic hydrocarbon production at Lost City hydrothermal field,10.1126/science.1151194
http://info.deepcarbon.net/individual/a326ddbe-d354-4c23-93f3-3a68f269e3e7,High time resolution fluctuations in volcanic carbon dioxide degassing from Mount Etna,10.1016/j.jvolgeores.2013.11.014
http://info.deepcarbon.net/individual/n4724,Argon isotopic composition of Archaean atmosphere probes early Earth geodynamics,10.1038/nature12152
http://info.deepcarbon.net/individual/d6a107e3e-6659-4479-985e-72580ddca9f7,Mixing of isotopic heterogeneities in the Mauna Kea plume conduit,10.1016/j.epsl.2009.03.015
http://info.deepcarbon.net/individual/96694e4c-cb52-4477-8581-11695a573c15,Eruption style at Kۂlauea Volcano in Hawai���i linked to primary melt composition,10.1038/ngeo2140
http://info.deepcarbon.net/individual/def161b09-b301-4446-92e7-281fd780da60,Shock-Wave Exploration of the High-Pressure Phases of Carbon,10.1126/science.1165278
http://info.deepcarbon.net/individual/d75eaae75-4ffd-4a04-a43d-5588c196010e,ARE NEOPROTEROZOIC GLACIAL DEPOSITS PRESERVED ON THE MARGINS OF LAURENTIA RELATED TO THE FRAGMENTATION OF 2 SUPERCONTINENTS,10.1130/0091-7613(1995)023<0153:ANGDPO>2.3.CO;2
http://info.deepcarbon.net/individual/9a00eec4-1fc9-4587-9a4b-5d06f5830341,High frequency of phylogenetically diverse reductive dehalogenase-homologous genes in deep subseafloor sedimentary metagenomes,10.3389/fmicb.2014.00080
http://info.deepcarbon.net/individual/d60b31685-a63e-4e3a-8a91-e4d479378242,Dynamics of Hydrogen Spillover on Carbon-Based Materials,10.1021/jp803495y
http://info.deepcarbon.net/individual/n26858,Specific Heats at Low Temperatures of Magnesium Orthosilicate and Magnesium Metasilicate,10.1021/ja01243a012
http://info.deepcarbon.net/individual/d6c8a2ac-6d77-4ba8-9927-44c5dbd61bba,Density of carbonated peridotite magma at high pressure using an X-ray absorption method,10.2138/am.2011.3577
http://info.deepcarbon.net/individual/d4efb97eb-b76f-4470-8ab2-29baeb7a561d,Transition from cage clathrate to filled ice: The structure of methane hydrate III,10.1103/PhysRevLett.87.215501
http://info.deepcarbon.net/individual/d56d7438f-d7e9-4abf-884f-774a28534623,Elasticity and anisotropy of Fe3C at high pressures,10.2138/am.2011.3917
http://info.deepcarbon.net/individual/de303af5b-c6c4-44f1-b4e9-66b160f0466b,REFINEMENT OF THE CRYSTAL-STRUCTURE OF BASI4O9 IN THE BENITOITE FORM,10.1016/0022-3697(95)00075-5
http://info.deepcarbon.net/individual/d8f50ae6b-3acd-4593-8482-cf22449af704,Organic matter of the World Ocean,10.1016/j.rgg.2009.03.013
http://info.deepcarbon.net/individual/db886500f-624b-476c-bc3d-2d76680c9a0b,Is high-pressure water the cradle of life?,10.1088/0953-8984/15/24/101
http://info.deepcarbon.net/individual/dda359c47-7797-436a-b931-331515b716e7,Computer-controlled scanning electron microscopy: A fast and reliable tool for diamond prospecting,10.1016/j.gexplo.2009.04.001
http://info.deepcarbon.net/individual/f48faa52-670d-4447-9878-d7121782ee87,High-pressure resistivity technique for quasi-hydrostatic compression experiments,10.1063/1.4809025
http://info.deepcarbon.net/individual/dfb416615-321c-43e4-865d-02d4498c806b,Carbonate Melts and Carbonatites,10.2138/rmg.2013.75.10
http://info.deepcarbon.net/individual/d6b80cc5-605f-49bf-8157-6394396722dd,Frontiers of stable isotope geoscience,10.1016/j.chemgeo.2014.02.006
http://info.deepcarbon.net/individual/d949e6d6b-5af1-4f1b-915f-bcc4d415afee,Polymorphism in presolar Al(2)O(3) grains from asymptotic giant branch stars,10.1126/science.1101099
http://info.deepcarbon.net/individual/dae5e505d-e8f2-4659-958d-4f68d578028f,The consequences of failure should be considered in siting geologic carbon sequestration projects,10.1016/j.ijggc.2009.03.002
http://info.deepcarbon.net/individual/n26205,Chemical composition of bottom waters and interstitial waters from sediments and deposits within and outside the Haakon Mosby submarine mud volcano in the Norwegian Sea,10.1594/PANGAEA.763560
http://info.deepcarbon.net/individual/dfa6d98b1-2875-4d75-ad3a-a88a609fff24,SUSCEPTIBILITY OF THE EARLY EARTH TO IRREVERSIBLE GLACIATION CAUSED BY CARBON-DIOXIDE CLOUDS,10.1038/359226a0
http://info.deepcarbon.net/individual/n9609,Gas analyses from Shiveluch volcano fumaroles 1966-1967 (Russia),10.1594/IEDA/100506
http://info.deepcarbon.net/individual/2cbc4f73-5add-47b3-844c-11c8deff937c,Investigation of extractable organic compounds in deep-sea hydrothermal vent fluids along the Mid-Atlantic Ridge,10.1016/j.gca.2015.02.022
http://info.deepcarbon.net/individual/d822c251c-6cd4-4b1d-8df6-2a802cc89f41,Deep Carbon Emissions from Volcanoes,10.2138/rmg.2013.75.11
http://info.deepcarbon.net/individual/n821,Comparisons of the composition and biogeographic distribution of the bacterial communities occupying South African thermal springs with those inhabiting deep subsurface fracture water,10.3389/fmicb.2014.00679
http://info.deepcarbon.net/individual/1fa72811-a3f9-4eb4-b66e-1971eb276112,"Vibrational, elastic, and structural properties of cubic silicon carbide under pressure up to 75 GPa: Implication for a primary pressure scale",10.1063/1.4795348
http://info.deepcarbon.net/individual/9d2cdc33-62e0-4f89-bf5d-68690e53e025,"Stability of a hydrous ��-phase, AlOOH���MgSiO2(OH)2, and a mechanism for water transport into the base of lower mantle",10.1016/j.epsl.2014.05.059
http://info.deepcarbon.net/individual/de7dbb1ec-1589-4094-a194-7328cd0fc972,Carbon in the Core: Its Influence on the Properties of Core and Mantle,10.2138/rmg.2013.75.8
http://info.deepcarbon.net/individual/n8317,Summary of gas and sublimates analyses from Klyuchevskoy group volcanoes in 1939,10.1594/IEDA/100498
http://info.deepcarbon.net/individual/ddb2ad090-e967-4b9d-91ab-6a356d9213a9,"SEASONAL MIXING AND CATASTROPHIC DEGASSING IN TROPICAL LAKES, CAMEROON, WEST-AFRICA",10.1126/science.237.4818.1022
